country,year,state,city,refugees
Vietnam,2002,Florida,Largo,4
Vietnam,2002,Florida,Lauderdale Lakes,2
Vietnam,2002,Florida,Miami,2
Vietnam,2002,Florida,Miramar,2
Vietnam,2002,Florida,Orlando,26
Vietnam,2002,Florida,Pensacola,2
Vietnam,2002,Florida,Pinellas Park,9
Vietnam,2002,Florida,Plantation,1
Vietnam,2002,Florida,Saint Petersburg,11
Vietnam,2002,Florida,Tampa,16
Vietnam,2002,Florida,Winter Haven,1
Afghanistan,2002,Georgia,Atlanta,38
Afghanistan,2002,Georgia,Clarkston,7
Afghanistan,2002,Georgia,Decatur,39
Afghanistan,2002,Georgia,Roswell,4
Afghanistan,2002,Georgia,Stone Mountain,12
Belarus,2002,Georgia,Atlanta,2
Bosnia and Herzegovina,2002,Georgia,Atlanta,25
Bosnia and Herzegovina,2002,Georgia,Chamblee,8
Bosnia and Herzegovina,2002,Georgia,Clarkston,10
Bosnia and Herzegovina,2002,Georgia,Conyers,2
Bosnia and Herzegovina,2002,Georgia,Cumming,4
Bosnia and Herzegovina,2002,Georgia,Decatur,45
Bosnia and Herzegovina,2002,Georgia,Lawrenceville,37
Bosnia and Herzegovina,2002,Georgia,Lilburn,1
Bosnia and Herzegovina,2002,Georgia,Lithia Springs,5
Bosnia and Herzegovina,2002,Georgia,Loganville,4
Bosnia and Herzegovina,2002,Georgia,Norcross,4
Bosnia and Herzegovina,2002,Georgia,Rossville,1
Bosnia and Herzegovina,2002,Georgia,Smyrna,5
Bosnia and Herzegovina,2002,Georgia,Stone Mountain,10
Bosnia and Herzegovina,2002,Georgia,Tucker,5
Cameroon,2002,Georgia,Atlanta,3
Congo,2002,Georgia,Decatur,2
Croatia,2002,Georgia,Loganville,4
Cuba,2002,Georgia,Atlanta,4
Cuba,2002,Georgia,Dalton,6
Cuba,2002,Georgia,Duluth,1
Cuba,2002,Georgia,Stone Mountain,11
Ethiopia,2002,Georgia,Atlanta,7
Ethiopia,2002,Georgia,Clarkston,5
Ethiopia,2002,Georgia,Decatur,5
Ethiopia,2002,Georgia,Norcross,1
Ethiopia,2002,Georgia,Stone Mountain,5
Iran,2002,Georgia,Alpharetta,2
Iran,2002,Georgia,Atlanta,19
Iran,2002,Georgia,Decatur,24
Iran,2002,Georgia,Duluth,1
Iran,2002,Georgia,Grovetown,2
Iran,2002,Georgia,Kennesaw,1
Iran,2002,Georgia,Lawrenceville,1
Iran,2002,Georgia,Marietta,10
Iran,2002,Georgia,Smyrna,1
Iran,2002,Georgia,Stone Mountain,8
Iran,2002,Georgia,Suwanee,2
Iran,2002,Georgia,Woodstock,2
Iraq,2002,Georgia,Atlanta,5
Iraq,2002,Georgia,Clarkston,14
Iraq,2002,Georgia,Decatur,13
Iraq,2002,Georgia,Lilburn,2
Iraq,2002,Georgia,Marietta,4
Iraq,2002,Georgia,Stone Mountain,2
Kazakhstan,2002,Georgia,Duluth,2
Liberia,2002,Georgia,Buford,1
Liberia,2002,Georgia,Clarkston,3
Liberia,2002,Georgia,Decatur,7
Liberia,2002,Georgia,East Point,3
Liberia,2002,Georgia,Jonesboro,5
Liberia,2002,Georgia,Lawrenceville,17
Liberia,2002,Georgia,Loganville,3
Liberia,2002,Georgia,Norcross,7
Macedonia,2002,Georgia,Decatur,2
Moldova,2002,Georgia,Conyers,5
Moldova,2002,Georgia,Covington,8
Moldova,2002,Georgia,Lawrenceville,14
Moldova,2002,Georgia,Loganville,11
Moldova,2002,Georgia,Marietta,2
Moldova,2002,Georgia,Monroe,2
Moldova,2002,Georgia,Woodstock,20
Nigeria,2002,Georgia,Clarkston,1
Nigeria,2002,Georgia,Norcross,2
Russia,2002,Georgia,Atlanta,1
Russia,2002,Georgia,Jonesboro,1
Russia,2002,Georgia,Marietta,3
Russia,2002,Georgia,Snellville,2
Serbia,2002,Georgia,Alpharetta,4
Serbia,2002,Georgia,Atlanta,13
Serbia,2002,Georgia,Clarkston,4
Serbia,2002,Georgia,Columbus,1
Serbia,2002,Georgia,Decatur,21
Serbia,2002,Georgia,Lawrenceville,21
Serbia,2002,Georgia,Lilburn,5
Serbia,2002,Georgia,Rockmart,5
Serbia,2002,Georgia,Snellville,7
Sierra Leone,2002,Georgia,Atlanta,1
Sierra Leone,2002,Georgia,Decatur,6
Sierra Leone,2002,Georgia,Hampton,1
Sierra Leone,2002,Georgia,Marietta,1
Somalia,2002,Georgia,Clarkston,23
Somalia,2002,Georgia,Decatur,5
Somalia,2002,Georgia,Duluth,1
Somalia,2002,Georgia,Stone Mountain,4
Sudan,2002,Georgia,Atlanta,22
Sudan,2002,Georgia,Clarkston,13
Sudan,2002,Georgia,Decatur,8
Sudan,2002,Georgia,Stone Mountain,1
Ukraine,2002,Georgia,Auburn,7
Ukraine,2002,Georgia,Covington,15
Ukraine,2002,Georgia,Douglasville,7
Ukraine,2002,Georgia,Hoschton,2
Ukraine,2002,Georgia,Lawrenceville,46
Ukraine,2002,Georgia,Marietta,8
Ukraine,2002,Georgia,Norcross,5
Ukraine,2002,Georgia,Roswell,6
Uzbekistan,2002,Georgia,Alpharetta,2
Uzbekistan,2002,Georgia,Marietta,1
Uzbekistan,2002,Georgia,Tucker,2
Vietnam,2002,Georgia,Atlanta,57
Vietnam,2002,Georgia,Chamblee,3
Vietnam,2002,Georgia,Clarkston,25
Vietnam,2002,Georgia,College Park,3
Vietnam,2002,Georgia,Conley,3
Vietnam,2002,Georgia,Conyers,1
Vietnam,2002,Georgia,Decatur,43
Vietnam,2002,Georgia,Doraville,9
Vietnam,2002,Georgia,Douglas,1
Vietnam,2002,Georgia,Forest Park,17
Vietnam,2002,Georgia,Hapeville,6
Vietnam,2002,Georgia,Lake City,8
Vietnam,2002,Georgia,Lawrenceville,8
Vietnam,2002,Georgia,Lilburn,2
Vietnam,2002,Georgia,Morrow,7
Vietnam,2002,Georgia,Norcross,2
Vietnam,2002,Georgia,Riverdale,13
Vietnam,2002,Georgia,Stone Mountain,3
China,2002,Hawaii,Honolulu,1
Vietnam,2002,Hawaii,Honolulu,3
Afghanistan,2002,Idaho,Boise,100
Bosnia and Herzegovina,2002,Idaho,Boise,69
Bosnia and Herzegovina,2002,Idaho,Twin Falls,65
Cuba,2002,Idaho,Boise,6
Iran,2002,Idaho,Boise,5
Iran,2002,Idaho,Twin Falls,7
Moldova,2002,Idaho,Post Falls,5
Nigeria,2002,Idaho,Boise,1
Russia,2002,Idaho,Boise,1
Russia,2002,Idaho,Eagle,5
Serbia,2002,Idaho,Boise,16
Serbia,2002,Idaho,Twin Falls,4
Sudan,2002,Idaho,Boise,5
Ukraine,2002,Idaho,Boise,8
Ukraine,2002,Idaho,Meridian,4
Vietnam,2002,Idaho,Boise,1
Afghanistan,2002,Illinois,Aurora,15
Afghanistan,2002,Illinois,Chicago,20
Afghanistan,2002,Illinois,Lombard,8
Afghanistan,2002,Illinois,Moline,6
Afghanistan,2002,Illinois,Skokie,4
Afghanistan,2002,Illinois,Wheaton,18
Azerbaijan,2002,Illinois,Lakemoor,7
Belarus,2002,Illinois,Chicago,8
Belarus,2002,Illinois,Deerfield,1
Belarus,2002,Illinois,Lake Zurich,3
Belarus,2002,Illinois,Naperville,2
Belarus,2002,Illinois,Rockford,7
Belarus,2002,Illinois,Skokie,3
Belarus,2002,Illinois,Wheaton,1
Belarus,2002,Illinois,Wheeling,5
Benin,2002,Illinois,Chicago,1
Bosnia and Herzegovina,2002,Illinois,Aurora,2
Bosnia and Herzegovina,2002,Illinois,Berwyn,5
Bosnia and Herzegovina,2002,Illinois,Chicago,108
Bosnia and Herzegovina,2002,Illinois,Franklin Park,3
Bosnia and Herzegovina,2002,Illinois,Hanover Park,5
Bosnia and Herzegovina,2002,Illinois,Moline,11
Bosnia and Herzegovina,2002,Illinois,Rockford,6
Bosnia and Herzegovina,2002,Illinois,Wheaton,7
Bosnia and Herzegovina,2002,Illinois,Winfield,4
Croatia,2002,Illinois,Lombard,3
Croatia,2002,Illinois,Wheaton,4
Cuba,2002,Illinois,Aurora,7
Cuba,2002,Illinois,Chicago,17
Cuba,2002,Illinois,Moline,1
Cuba,2002,Illinois,Rockford,5
Cuba,2002,Illinois,Saint Charles,1
Cuba,2002,Illinois,West Chicago,9
Cuba,2002,Illinois,Wheaton,4
Dem. Rep. Congo,2002,Illinois,Aurora,1
Dem. Rep. Congo,2002,Illinois,Rockford,1
Eritrea,2002,Illinois,Chicago,1
Ethiopia,2002,Illinois,Aurora,4
Ethiopia,2002,Illinois,Chicago,12
Ethiopia,2002,Illinois,Moline,1
Ethiopia,2002,Illinois,Wheaton,5
Iran,2002,Illinois,Bartlett,4
Iran,2002,Illinois,Brookfield,3
Iran,2002,Illinois,Buffalo Grove,1
Iran,2002,Illinois,Chicago,15
Iran,2002,Illinois,Glenview,2
Iran,2002,Illinois,Hanover Park,5
Iran,2002,Illinois,Lombard,1
Iran,2002,Illinois,Morton Grove,5
Iran,2002,Illinois,Mount Prospect,4
Iran,2002,Illinois,Naperville,4
Iran,2002,Illinois,Rockford,6
Iran,2002,Illinois,Urbana,1
Iran,2002,Illinois,Westmont,1
Iran,2002,Illinois,Wheaton,8
Iraq,2002,Illinois,Chicago,32
Iraq,2002,Illinois,Lincolnwood,8
Iraq,2002,Illinois,Rockford,1
Iraq,2002,Illinois,Skokie,9
Iraq,2002,Illinois,Woodridge,2
Kazakhstan,2002,Illinois,Chicago,4
Kazakhstan,2002,Illinois,Mount Prospect,1
Latvia,2002,Illinois,Downers Grove,2
Latvia,2002,Illinois,Wheeling,2
Lebanon,2002,Illinois,Chicago,2
Lebanon,2002,Illinois,Wheaton,1
Liberia,2002,Illinois,Champaign,2
Liberia,2002,Illinois,Chicago,1
Liberia,2002,Illinois,Dolton,9
Liberia,2002,Illinois,Glendale Heights,1
Liberia,2002,Illinois,Mount Prospect,1
Liberia,2002,Illinois,Wheaton,11
Mauritania,2002,Illinois,Chicago,1
Moldova,2002,Illinois,Vernon Hills,2
Nigeria,2002,Illinois,Chicago,1
Russia,2002,Illinois,Buffalo Grove,2
Russia,2002,Illinois,Champaign,1
Russia,2002,Illinois,Chicago,29
Russia,2002,Illinois,Darien,2
Russia,2002,Illinois,Des Plaines,12
Russia,2002,Illinois,Glenview,2
Russia,2002,Illinois,Niles,2
Russia,2002,Illinois,Northbrook,1
Russia,2002,Illinois,Skokie,7
Russia,2002,Illinois,Wheaton,5
Russia,2002,Illinois,Wheeling,8
Rwanda,2002,Illinois,Chicago,6
Serbia,2002,Illinois,Arlington Heights,3
Serbia,2002,Illinois,Aurora,11
Serbia,2002,Illinois,Berwyn,7
Serbia,2002,Illinois,Chicago,86
Serbia,2002,Illinois,Des Plaines,1
Serbia,2002,Illinois,Geneva,1
Serbia,2002,Illinois,Glendale Heights,3
Serbia,2002,Illinois,Loves Park,8
Serbia,2002,Illinois,Lyons,3
Serbia,2002,Illinois,Mokena,2
Serbia,2002,Illinois,Moline,12
Serbia,2002,Illinois,Rockford,41
Serbia,2002,Illinois,Streamwood,4
Serbia,2002,Illinois,Wheaton,19
Sierra Leone,2002,Illinois,Bolingbrook,3
Sierra Leone,2002,Illinois,Chicago,3
Sierra Leone,2002,Illinois,Rockford,3
Somalia,2002,Illinois,Chicago,1
Sudan,2002,Illinois,Chicago,24
Sudan,2002,Illinois,Moline,4
Sudan,2002,Illinois,Rockford,9
Sudan,2002,Illinois,Wheaton,9
Thailand,2002,Illinois,Glenview,2
Ukraine,2002,Illinois,Addison,7
Ukraine,2002,Illinois,Arlington Heights,5
Ukraine,2002,Illinois,Aurora,4
Ukraine,2002,Illinois,Berwyn,9
Ukraine,2002,Illinois,Bloomingdale,4
Ukraine,2002,Illinois,Buffalo Grove,3
Ukraine,2002,Illinois,Chicago,23
Ukraine,2002,Illinois,Deerfield,6
Ukraine,2002,Illinois,Des Plaines,2
Ukraine,2002,Illinois,Glendale Heights,3
Ukraine,2002,Illinois,Glenview,6
Ukraine,2002,Illinois,Highland Park,1
Ukraine,2002,Illinois,Highwood,1
Ukraine,2002,Illinois,Lyons,4
Ukraine,2002,Illinois,Palatine,2
Ukraine,2002,Illinois,Park Ridge,3
Ukraine,2002,Illinois,Skokie,4
Ukraine,2002,Illinois,Vernon Hills,4
Ukraine,2002,Illinois,Wheeling,10
Ukraine,2002,Illinois,Wood Dale,3
Uzbekistan,2002,Illinois,Moline,2
Uzbekistan,2002,Illinois,Park Ridge,1
Uzbekistan,2002,Illinois,Vernon Hills,2
Vietnam,2002,Illinois,Carol Stream,2
Vietnam,2002,Illinois,Champaign,7
Vietnam,2002,Illinois,Chicago,37
Vietnam,2002,Illinois,Glendale Heights,2
Vietnam,2002,Illinois,Grayslake,1
Vietnam,2002,Illinois,Rockford,14
Vietnam,2002,Illinois,Wheaton,8
Yugoslavia,2002,Illinois,Chicago,1
Afghanistan,2002,Indiana,Carmel,3
Afghanistan,2002,Indiana,Fort Wayne,17
Afghanistan,2002,Indiana,Indianapolis,6
Belarus,2002,Indiana,Goshen,5
Bosnia and Herzegovina,2002,Indiana,Fort Wayne,13
Bosnia and Herzegovina,2002,Indiana,Greensburg,3
Bosnia and Herzegovina,2002,Indiana,Munster,4
Bosnia and Herzegovina,2002,Indiana,South Bend,3
Burma,2002,Indiana,Fort Wayne,22
Burma,2002,Indiana,Indianapolis,1
Ethiopia,2002,Indiana,Indianapolis,8
Iran,2002,Indiana,Indianapolis,1
Iran,2002,Indiana,Jeffersonville,3
Latvia,2002,Indiana,Fort Wayne,5
Liberia,2002,Indiana,Indianapolis,3
Russia,2002,Indiana,Evansville,4
Russia,2002,Indiana,Goshen,6
Russia,2002,Indiana,Indianapolis,3
Serbia,2002,Indiana,Crown Point,2
Serbia,2002,Indiana,Dyer,1
Serbia,2002,Indiana,Griffith,3
Serbia,2002,Indiana,Highland,5
Serbia,2002,Indiana,Hobart,2
Serbia,2002,Indiana,Indianapolis,4
Serbia,2002,Indiana,Munster,2
Serbia,2002,Indiana,New Palestine,4
Serbia,2002,Indiana,Schererville,4
Serbia,2002,Indiana,South Bend,6
Sudan,2002,Indiana,Columbus,1
Sudan,2002,Indiana,Indianapolis,3
Ukraine,2002,Indiana,Elkhart,6
Ukraine,2002,Indiana,Evansville,1
Ukraine,2002,Indiana,Fort Wayne,4
Ukraine,2002,Indiana,Goshen,29
Ukraine,2002,Indiana,Indianapolis,2
Vietnam,2002,Indiana,Fort Wayne,14
Afghanistan,2002,Iowa,Des Moines,45
Bosnia and Herzegovina,2002,Iowa,Ankeny,4
Bosnia and Herzegovina,2002,Iowa,Cedar Rapids,1
Bosnia and Herzegovina,2002,Iowa,Clive,2
Bosnia and Herzegovina,2002,Iowa,Davenport,2
Bosnia and Herzegovina,2002,Iowa,Des Moines,142
Bosnia and Herzegovina,2002,Iowa,Waterloo,17
Bosnia and Herzegovina,2002,Iowa,West Des Moines,13
Croatia,2002,Iowa,Ankeny,6
Croatia,2002,Iowa,Davenport,2
Croatia,2002,Iowa,Des Moines,1
Iraq,2002,Iowa,Des Moines,6
Liberia,2002,Iowa,Des Moines,7
Russia,2002,Iowa,Ames,1
Serbia,2002,Iowa,Des Moines,25
Serbia,2002,Iowa,Urbandale,3
Serbia,2002,Iowa,Waterloo,35
Sierra Leone,2002,Iowa,Des Moines,1
Somalia,2002,Iowa,Cedar Rapids,5
Sudan,2002,Iowa,Des Moines,33
Sudan,2002,Iowa,Iowa City,4
Tanzania,2002,Iowa,Cedar Rapids,1
Vietnam,2002,Iowa,Cedar Rapids,6
Vietnam,2002,Iowa,Davenport,35
Vietnam,2002,Iowa,Des Moines,24
Vietnam,2002,Iowa,Sioux City,16
Afghanistan,2002,Kansas,Kansas City,23
Afghanistan,2002,Kansas,Lenexa,1
Iran,2002,Kansas,Overland Park,1
Iran,2002,Kansas,Pittsburg,2
Russia,2002,Kansas,Wichita,2
Serbia,2002,Kansas,Lawrence,1
Sudan,2002,Kansas,Olathe,17
Togo,2002,Kansas,Kansas City,1
Vietnam,2002,Kansas,Liberal,2
Vietnam,2002,Kansas,Wichita,5
Afghanistan,2002,Kentucky,Lexington,2
Afghanistan,2002,Kentucky,Louisville,23
Bosnia and Herzegovina,2002,Kentucky,Bowling Green,82
Bosnia and Herzegovina,2002,Kentucky,Louisville,76
Bosnia and Herzegovina,2002,Kentucky,Somerset,3
Burma,2002,Kentucky,Bowling Green,4
Cuba,2002,Kentucky,Louisville,51
Dem. Rep. Congo,2002,Kentucky,Lexington,6
Dem. Rep. Congo,2002,Kentucky,Louisville,4
Iran,2002,Kentucky,Louisville,3
Iraq,2002,Kentucky,Lexington,2
Iraq,2002,Kentucky,Louisville,10
Russia,2002,Kentucky,Louisville,9
Serbia,2002,Kentucky,Bowling Green,23
Serbia,2002,Kentucky,Florence,4
Serbia,2002,Kentucky,Lexington,48
Serbia,2002,Kentucky,Louisville,8
Somalia,2002,Kentucky,Louisville,3
Sudan,2002,Kentucky,Louisville,7
Togo,2002,Kentucky,Louisville,2
Ukraine,2002,Kentucky,Bowling Green,1
Ukraine,2002,Kentucky,Lexington,6
Vietnam,2002,Kentucky,Bowling Green,5
Vietnam,2002,Kentucky,Louisville,2
Afghanistan,2002,Louisiana,Baton Rouge,17
Afghanistan,2002,Louisiana,New Orleans,5
Afghanistan,2002,Louisiana,Pineville,3
Bosnia and Herzegovina,2002,Louisiana,Lafayette,27
Bosnia and Herzegovina,2002,Louisiana,New Orleans,7
Bosnia and Herzegovina,2002,Louisiana,Pineville,6
Croatia,2002,Louisiana,Baton Rouge,4
Cuba,2002,Louisiana,Lafayette,3
Dem. Rep. Congo,2002,Louisiana,Shreveport,2
Serbia,2002,Louisiana,New Orleans,5
Sudan,2002,Louisiana,Baton Rouge,1
Sudan,2002,Louisiana,Lafayette,2
Vietnam,2002,Louisiana,Alexandria,1
Vietnam,2002,Louisiana,Baton Rouge,9
Vietnam,2002,Louisiana,Marrero,1
Vietnam,2002,Louisiana,New,1
Vietnam,2002,Louisiana,New Orleans,8
Vietnam,2002,Louisiana,Pineville,4
Afghanistan,2002,Maine,Portland,4
Bosnia and Herzegovina,2002,Maine,Portland,3
Dem. Rep. Congo,2002,Maine,Portland,3
Ethiopia,2002,Maine,Portland,1
Iran,2002,Maine,Auburn,1
Iran,2002,Maine,Portland,11
Kazakhstan,2002,Maine,Portland,3
Russia,2002,Maine,Portland,5
Serbia,2002,Maine,Biddeford,3
Serbia,2002,Maine,Portland,22
Serbia,2002,Maine,Westbrook,3
Somalia,2002,Maine,Auburn,1
Somalia,2002,Maine,Lewiston,1
Sudan,2002,Maine,Biddeford,8
Sudan,2002,Maine,Portland,27
Afghanistan,2002,Maryland,Baltimore,18
Afghanistan,2002,Maryland,Eldersburg,2
Belarus,2002,Maryland,Hagerstown,9
Belarus,2002,Maryland,Reisterstown,11
Bosnia and Herzegovina,2002,Maryland,Aspen Hill,3
Bosnia and Herzegovina,2002,Maryland,Baltimore,39
Bosnia and Herzegovina,2002,Maryland,Columbia,10
Burma,2002,Maryland,Baltimore,1
Burundi,2002,Maryland,Baltimore,10
Cameroon,2002,Maryland,Baltimore,1
Congo,2002,Maryland,Baltimore,2
Croatia,2002,Maryland,Towson,4
Cuba,2002,Maryland,Baltimore,15
Dem. Rep. Congo,2002,Maryland,Baltimore,11
Ethiopia,2002,Maryland,Baltimore,1
Ethiopia,2002,Maryland,Hyattsville,2
Ethiopia,2002,Maryland,Takoma Park,1
Ethiopia,2002,Maryland,Wheaton,2
Iran,2002,Maryland,Baltimore,10
Iran,2002,Maryland,Catonsville,1
Iran,2002,Maryland,Cockeysville,9
Iran,2002,Maryland,Columbia,30
Iran,2002,Maryland,Gaithersburg,1
Iran,2002,Maryland,Germantown,2
Iran,2002,Maryland,Middletown,4
Iran,2002,Maryland,Mitchellville,2
Iran,2002,Maryland,Rockville,3
Iran,2002,Maryland,Silver Spring,1
Iran,2002,Maryland,Towson,4
Iraq,2002,Maryland,Baltimore,2
Kazakhstan,2002,Maryland,Rockville,3
Kyrgyzstan,2002,Maryland,Silver Spring,2
Liberia,2002,Maryland,Baltimore,14
Liberia,2002,Maryland,Catonsville,1
Liberia,2002,Maryland,College Park,4
Liberia,2002,Maryland,Hyattsville,2
Liberia,2002,Maryland,Rockville,2
Nigeria,2002,Maryland,Baltimore,2
Russia,2002,Maryland,Baltimore,11
Russia,2002,Maryland,Bethesda,2
Russia,2002,Maryland,Chevy Chase,2
Russia,2002,Maryland,Gaithersburg,3
Russia,2002,Maryland,North Potomac,1
Russia,2002,Maryland,Owings Mills,4
Russia,2002,Maryland,Reisterstown,4
Russia,2002,Maryland,Rockville,3
Russia,2002,Maryland,Silver Spring,1
Rwanda,2002,Maryland,Baltimore,3
Serbia,2002,Maryland,Baltimore,27
Serbia,2002,Maryland,Hancock,4
Sierra Leone,2002,Maryland,Adelphi,1
Sierra Leone,2002,Maryland,Baltimore,3
Sierra Leone,2002,Maryland,Carrollton,1
Sierra Leone,2002,Maryland,Germantown,2
Sierra Leone,2002,Maryland,Hyattsville,2
Sierra Leone,2002,Maryland,Lanham,6
Sierra Leone,2002,Maryland,Mount Airy,2
Sierra Leone,2002,Maryland,Silver Spring,6
Sierra Leone,2002,Maryland,Wheaton,1
Sudan,2002,Maryland,Baltimore,7
Sudan,2002,Maryland,Forestville,1
Sudan,2002,Maryland,Landover,7
Sudan,2002,Maryland,Westminster,6
Ukraine,2002,Maryland,Baltimore,23
Ukraine,2002,Maryland,Gaithersburg,4
Ukraine,2002,Maryland,Millers,2
Ukraine,2002,Maryland,Owings Mills,4
Ukraine,2002,Maryland,Reisterstown,5
Uzbekistan,2002,Maryland,Baltimore,2
Vietnam,2002,Maryland,Baltimore,7
Vietnam,2002,Maryland,Germantown,2
Vietnam,2002,Maryland,Silver Spring,15
Afghanistan,2002,Massachusetts,Boston,21
Afghanistan,2002,Massachusetts,Somerville,14
Afghanistan,2002,Massachusetts,Worcester,26
Albania,2002,Massachusetts,Beverly,3
Azerbaijan,2002,Massachusetts,Springfield,2
Belarus,2002,Massachusetts,Brookline,1
Belarus,2002,Massachusetts,Chicopee,7
Belarus,2002,Massachusetts,Lynn,6
Belarus,2002,Massachusetts,West Springfield,3
Belarus,2002,Massachusetts,Westfield,2
Bosnia and Herzegovina,2002,Massachusetts,East Boston,3
Bosnia and Herzegovina,2002,Massachusetts,Revere,6
Bosnia and Herzegovina,2002,Massachusetts,West Springfield,2
Dem. Rep. Congo,2002,Massachusetts,Roxbury,1
Estonia,2002,Massachusetts,Springfield,2
Ethiopia,2002,Massachusetts,Roxbury,1
Ghana,2002,Massachusetts,Lynn,2
Iran,2002,Massachusetts,Boston,1
Iran,2002,Massachusetts,Dracut,1
Iran,2002,Massachusetts,West Springfield,1
Iran,2002,Massachusetts,Westfield,2
Iraq,2002,Massachusetts,Blackstone,1
Iraq,2002,Massachusetts,Dorchester,1
Iraq,2002,Massachusetts,Lynn,1
Iraq,2002,Massachusetts,Somerville,1
Kazakhstan,2002,Massachusetts,Brookline,1
Kazakhstan,2002,Massachusetts,Holyoke,2
Kyrgyzstan,2002,Massachusetts,Chicopee,7
Liberia,2002,Massachusetts,Arlington,3
Liberia,2002,Massachusetts,Boston,1
Liberia,2002,Massachusetts,Dorchester,25
Liberia,2002,Massachusetts,South Boston,1
Liberia,2002,Massachusetts,Worcester,11
Lithuania,2002,Massachusetts,Sharon,1
Moldova,2002,Massachusetts,Chicopee,6
